ordering,ppmRepPotus,ppmDemPotus,1M-ppmDemPotus,ppmRepOther,ppmDemOther,1M-ppmDemOther,BonusToTrump,BonusToBiden,totalBallots,locality
 608320, 459521, 529076, 470924, 458380, 506271, 493729, 505705, 614025,    877,CityofAllenParkPrecinct12
 611820, 440894, 531948, 468052, 440894, 509584, 490416, 500000, 611820,    626,TownshipofSumpterPrecinct5
 612025, 424197, 560866, 439134, 436146, 550410, 449590, 440255, 552280,   1339,CharterTownshipofCantonPrecinct21
 614330, 437121, 552118, 447882, 444519, 536650, 463350, 463010, 577340,   1487,CharterTownshipofCantonPrecinct24
 615285, 413043, 574440, 425560, 418313, 556653, 443347, 473650, 588935,   1518,CharterTownshipofCantonPrecinct2
 615740, 378086, 606481, 393519, 368827, 574074, 425926, 546295, 662035,    648,CityofDearbornHeightsPrecinct20
 616275, 365015, 623862, 376138, 377148, 612740, 387260, 439335, 555610,    989,CityofDearbornPrecinct32
 622630, 453322, 530854, 469146, 463607, 516613, 483387, 448575, 571205,   1264,CharterTownshipofCantonPrecinct4
 626650, 345814, 646475, 353525, 349118, 624449, 375551, 483480, 610130,    908,CityofDearbornPrecinct42
 626965, 425569, 563922, 436078, 435201, 548161, 451839, 451840, 578805,   1142,CityofDearbornPrecinct41
 627490, 449402, 537051, 462949, 454183, 516334, 483666, 476095, 603585,   1255,CityofLivoniaPrecinct34C
 627735, 456204, 530413, 469587, 454987, 503649, 496351, 506085, 633820,    822,CityofLivoniaPrecinct35C
 627805, 389650, 599750, 400250, 399002, 583541, 416459, 453240, 581045,   1604,CharterTownshipofNorthvillePrecinct9
 629170, 422841, 564242, 435758, 427600, 543167, 456833, 476205, 605375,   1471,CityofLivoniaPrecinct12A
 629955, 260519, 730198, 269802, 262376, 706064, 293936, 490715, 620670,   1616,CharterTownshipofRedfordPrecinct19
 633925, 348214, 639880, 360120, 358134, 623015, 376985, 450400, 584325,   1008,CityofDearbornPrecinct43
 635025, 495631, 487688, 512312, 505162, 470214, 529786, 452345, 587370,   1259,CityofLivoniaPrecinct22B
 637615, 215596, 766055, 233945, 215596, 738532, 261468, 500000, 637615,    218,CityofDetroitPrecinct22
 640520, 349048, 637352, 362648, 354487, 614687, 385313, 472805, 613325,   1103,CityofWestlandPrecinct18
 642260, 496183, 499653, 500347, 503816, 478834, 521166, 461835, 604095,   1441,CharterTownshipofBrownstownPrecinct4
 642945, 397762, 587321, 412679, 402734, 563704, 436296, 475140, 618085,   1609,CharterTownshipofCantonPrecinct13
 642955, 307531, 685495, 314505, 312412, 661785, 338215, 475595, 618550,   1434,CharterTownshipofCantonPrecinct36
 643230, 318576, 671006, 328994, 328125, 651909, 348091, 452255, 595485,   1152,CityofWestlandPrecinct40
 645770, 471137, 515451, 484549, 479883, 495043, 504957, 456270, 602040,   1715,CityofLivoniaPrecinct14A
 650305, 374846, 615337, 384663, 388343, 598773, 401227, 432515, 582820,   1630,CharterTownshipofCantonPrecinct1
 651940, 441193, 542487, 457513, 451885, 522791, 477209, 446540, 598480,   1777,CharterTownshipofPlymouthPrecinct3
 652510, 400326, 593137, 406863, 410675, 572984, 427016, 448255, 600765,   1836,CharterTownshipofCantonPrecinct33
 654750, 607672, 381865, 618135, 618134, 361377, 638623, 447690, 602440,   2294,TownshipofGrosseIlePrecinct4
 655110, 406326, 585766, 414234, 413625, 562043, 437957, 463505, 618615,   1644,CharterTownshipofCantonPrecinct26
 655360, 481293, 511097, 488903, 495878, 494610, 505390, 427075, 582435,   1577,CharterTownshipofPlymouthPrecinct8
 655460, 472715, 506979, 493021, 486675, 489847, 510153, 430200, 585660,   1576,CityofLivoniaPrecinct22A
 655770, 324468, 663373, 336627, 338145, 645896, 354104, 431615, 587385,   1316,CharterTownshipofCantonPrecinct27
 655835, 225039, 761753, 238247, 230850, 736397, 263603, 470945, 626780,   1893,CharterTownshipofVanBurenPrecinct4
 656910, 306191, 686174, 313826, 310432, 659033, 340967, 478795, 635705,   1179,CharterTownshipofCantonPrecinct28
 658325, 397236, 589522, 410478, 409902, 570523, 429477, 436670, 594995,   1737,CharterTownshipofCantonPrecinct14
 658730, 413632, 576097, 423903, 425770, 556489, 443511, 439310, 598040,   1071,CharterTownshipofCantonPrecinct12
 661580, 311490, 668761, 331239, 317773, 642728, 357272, 468585, 630165,   1114,CityofWestlandPrecinct22
 662845, 337756, 646562, 353438, 340168, 616405, 383595, 487940, 650785,    829,CityofDearbornPrecinct35
 663495, 510266, 474524, 525476, 522433, 453992, 546008, 439165, 602660,   1315,CityofLivoniaPrecinct17B
 663730, 225440, 768261, 231739, 224181, 734256, 265744, 506295, 670025,    794,CityofWestlandPrecinct15
 666670, 364285, 626190, 373810, 350000, 578571, 421429, 571425, 738095,    420,CityofEcorsePrecinct3
 667195, 352050, 632807, 367193, 368454, 615772, 384228, 417980, 585175,   1585,CityofGrossePointeWoodsPrecinct4
 669590, 550292, 443274, 556726, 561403, 420467, 579533, 444445, 614035,   1710,CityofLivoniaPrecinct18A
 672775, 445549, 545549, 454451, 455497, 520942, 479058, 450260, 623035,   1910,CharterTownshipofNorthvillePrecinct8
 676055, 482714, 502560, 497440, 494878, 479513, 520487, 439180, 615235,   1562,CityofLivoniaPrecinct21A
 676285, 512286, 480235, 519765, 524572, 457264, 542736, 438570, 614855,   1872,CityofLivoniaPrecinct9A
 679390, 505343, 481679, 518321, 518320, 458778, 541222, 435115, 614505,   1310,CityofLivoniaPrecinct10A
 681575, 379287, 609280, 390720, 386012, 579690, 420310, 466375, 647950,   1487,CharterTownshipofCantonPrecinct16
 681820, 349090, 643636, 356364, 355454, 613636, 386364, 468180, 650000,   1100,CharterTownshipofCantonPrecinct40
 683165, 400623, 589243, 410757, 410756, 562743, 437257, 449335, 632500,   1283,CharterTownshipofCantonPrecinct23
 684110, 420542, 566537, 433463, 434108, 543281, 456719, 432170, 616280,   1548,CharterTownshipofCantonPrecinct22
 684190, 259209, 724045, 275955, 267916, 695914, 304086, 456465, 640655,   1493,CharterTownshipofVanBurenPrecinct6
 688520, 357377, 632786, 367214, 370491, 608196, 391804, 434430, 622950,   1220,CityofDearbornPrecinct44
 690690, 391079, 604395, 395605, 404007, 579185, 420815, 435360, 626050,   1547,CharterTownshipofCantonPrecinct35
 692305, 582202, 401206, 598794, 598793, 379336, 620664, 417045, 609350,   1326,CityofLivoniaPrecinct8A
 694990, 426740, 558774, 441226, 444011, 537047, 462953, 413645, 608635,   1795,CityofLivoniaPrecinct34A
